date,channel,spend,impressions,clicks,ctr
2024-07-19,Organic_Search,0.0,0,0,0.0
2024-07-19,Direct,0.0,0,0,0.0
2024-07-20,Paid_Search,12007.68,97964,6601,6.74
2024-07-20,Facebook_Ads,5596.66,56407,1882,3.34
2024-07-20,Instagram_Ads,4761.2,65848,2992,4.54
2024-07-20,Email,581.9,6733,283,4.2
2024-07-20,Organic_Search,0.0,0,0,0.0
2024-07-20,Direct,0.0,0,0,0.0
2024-07-21,Paid_Search,10086.53,108191,5251,4.85
2024-07-21,Facebook_Ads,9540.76,84596,3344,3.95
2024-07-21,Instagram_Ads,5546.52,66258,3981,6.01
2024-07-21,Email,1130.89,13490,748,5.54
2024-07-21,Organic_Search,0.0,0,0,0.0
2024-07-21,Direct,0.0,0,0,0.0
2024-07-22,Paid_Search,11348.0,108932,5243,4.81
2024-07-22,Facebook_Ads,10060.98,128817,3249,2.52
2024-07-22,Instagram_Ads,8863.75,87819,4948,5.63
2024-07-22,Email,506.66,6985,340,4.87
2024-07-22,Organic_Search,0.0,0,0,0.0
2024-07-22,Direct,0.0,0,0,0.0
2024-07-23,Paid_Search,11195.27,96648,6643,6.87
2024-07-23,Facebook_Ads,9899.46,103829,6228,6.0
2024-07-23,Instagram_Ads,5143.47,75452,3413,4.52
2024-07-23,Email,1092.41,9300,494,5.31
2024-07-23,Organic_Search,0.0,0,0,0.0
2024-07-23,Direct,0.0,0,0,0.0
2024-07-24,Paid_Search,14439.87,147952,7868,5.32
2024-07-24,Facebook_Ads,10651.16,106212,5379,5.06
2024-07-24,Instagram_Ads,7201.01,64648,2318,3.59
2024-07-24,Email,853.65,12660,648,5.12
2024-07-24,Organic_Search,0.0,0,0,0.0
2024-07-24,Direct,0.0,0,0,0.0
2024-07-25,Paid_Search,13092.5,118842,10141,8.53
2024-07-25,Facebook_Ads,9910.49,116217,7167,6.17
2024-07-25,Instagram_Ads,7665.17,89510,5496,6.14
2024-07-25,Email,1416.11,19490,1094,5.61
2024-07-25,Organic_Search,0.0,0,0,0.0
2024-07-25,Direct,0.0,0,0,0.0
2024-07-26,Paid_Search,13662.3,137690,8296,6.03
2024-07-26,Facebook_Ads,10009.82,121856,6709,5.51
2024-07-26,Instagram_Ads,9500.77,122748,6170,5.03
2024-07-26,Email,778.25,9259,460,4.97
2024-07-26,Organic_Search,0.0,0,0,0.0
2024-07-26,Direct,0.0,0,0,0.0
2024-07-27,Paid_Search,9244.21,92936,5756,6.19
2024-07-27,Facebook_Ads,5551.55,74874,1959,2.62
2024-07-27,Instagram_Ads,6202.2,55426,4628,8.35
2024-07-27,Email,726.01,9095,472,5.19
2024-07-27,Organic_Search,0.0,0,0,0.0
2024-07-27,Direct,0.0,0,0,0.0
2024-07-28,Paid_Search,9825.04,94813,3270,3.45
2024-07-28,Facebook_Ads,8440.75,115386,3287,2.85
2024-07-28,Instagram_Ads,7429.55,71580,2451,3.42
2024-07-28,Email,572.97,5183,241,4.65
2024-07-28,Organic_Search,0.0,0,0,0.0
2024-07-28,Direct,0.0,0,0,0.0
2024-07-29,Paid_Search,11511.78,160887,3471,2.16
2024-07-29,Facebook_Ads,11459.94,146592,8272,5.64
2024-07-29,Instagram_Ads,6919.66,72218,3406,4.72
2024-07-29,Email,858.01,11345,272,2.4
2024-07-29,Organic_Search,0.0,0,0,0.0
2024-07-29,Direct,0.0,0,0,0.0
2024-07-30,Paid_Search,12684.24,162037,5424,3.35
2024-07-30,Facebook_Ads,10710.39,141673,7920,5.59
2024-07-30,Instagram_Ads,6953.74,69405,4884,7.04
2024-07-30,Email,507.67,5839,361,6.18
2024-07-30,Organic_Search,0.0,0,0,0.0
2024-07-30,Direct,0.0,0,0,0.0
2024-07-31,Paid_Search,12090.68,100430,4087,4.07
2024-07-31,Facebook_Ads,10242.96,108264,3483,3.22
2024-07-31,Instagram_Ads,9938.65,81636,4941,6.05
2024-07-31,Email,1070.38,14366,458,3.19
2024-07-31,Organic_Search,0.0,0,0,0.0
2024-07-31,Direct,0.0,0,0,0.0
2024-08-01,Paid_Search,10523.29,84718,6483,7.65
2024-08-01,Facebook_Ads,6693.79,68445,3122,4.56
2024-08-01,Instagram_Ads,9146.14,89804,4823,5.37
2024-08-01,Email,1238.19,17968,378,2.1
2024-08-01,Organic_Search,0.0,0,0,0.0
2024-08-01,Direct,0.0,0,0,0.0
2024-08-02,Paid_Search,9134.46,73260,3975,5.43
2024-08-02,Facebook_Ads,9495.27,122325,5676,4.64
2024-08-02,Instagram_Ads,6446.78,91545,3165,3.46
2024-08-02,Email,877.44,9025,494,5.47
2024-08-02,Organic_Search,0.0,0,0,0.0
2024-08-02,Direct,0.0,0,0,0.0
2024-08-03,Paid_Search,8577.14,75271,4003,5.32
2024-08-03,Facebook_Ads,8986.82,130353,4984,3.82
2024-08-03,Instagram_Ads,4773.04,53568,2949,5.51
2024-08-03,Email,583.81,8027,232,2.89
2024-08-03,Organic_Search,0.0,0,0,0.0
2024-08-03,Direct,0.0,0,0,0.0
2024-08-04,Paid_Search,9734.34,119008,5422,4.56
2024-08-04,Facebook_Ads,9174.71,108894,4962,4.56
2024-08-04,Instagram_Ads,4177.99,43882,2927,6.67
2024-08-04,Email,1302.66,13877,477,3.44
2024-08-04,Organic_Search,0.0,0,0,0.0
2024-08-04,Direct,0.0,0,0,0.0
2024-08-05,Paid_Search,10674.31,99815,4803,4.81
2024-08-05,Facebook_Ads,9650.55,93207,4669,5.01
2024-08-05,Instagram_Ads,5044.91,73940,3498,4.73
2024-08-05,Email,1483.41,20628,1000,4.85
2024-08-05,Organic_Search,0.0,0,0,0.0
2024-08-05,Direct,0.0,0,0,0.0
2024-08-06,Paid_Search,12665.25,126987,8998,7.09
2024-08-06,Facebook_Ads,10402.14,142783,7830,5.48
2024-08-06,Instagram_Ads,8757.26,116688,2989,2.56
2024-08-06,Email,1017.71,9763,765,7.84
2024-08-06,Organic_Search,0.0,0,0,0.0
2024-08-06,Direct,0.0,0,0,0.0
2024-08-07,Paid_Search,9480.77,130350,4914,3.77
2024-08-07,Facebook_Ads,6314.96,75505,1921,2.54
2024-08-07,Instagram_Ads,7483.13,89674,2608,2.91
2024-08-07,Email,921.63,10245,658,6.42
2024-08-07,Organic_Search,0.0,0,0,0.0
2024-08-07,Direct,0.0,0,0,0.0
2024-08-08,Paid_Search,12679.1,169573,5920,3.49
2024-08-08,Facebook_Ads,9578.64,142741,2879,2.02
2024-08-08,Instagram_Ads,7769.13,101043,3716,3.68
2024-08-08,Email,527.67,6835,402,5.88
2024-08-08,Organic_Search,0.0,0,0,0.0
2024-08-08,Direct,0.0,0,0,0.0
2024-08-09,Paid_Search,10840.86,90412,7705,8.52
2024-08-09,Facebook_Ads,11714.84,127265,5673,4.46
2024-08-09,Instagram_Ads,6064.99,61539,4828,7.85
2024-08-09,Email,973.15,10102,499,4.94
2024-08-09,Organic_Search,0.0,0,0,0.0
2024-08-09,Direct,0.0,0,0,0.0
2024-08-10,Paid_Search,8206.97,116092,5115,4.41
2024-08-10,Facebook_Ads,6065.03,82496,4501,5.46
2024-08-10,Instagram_Ads,4687.37,48937,2258,4.61
2024-08-10,Email,617.53,5599,482,8.61
2024-08-10,Organic_Search,0.0,0,0,0.0
2024-08-10,Direct,0.0,0,0,0.0
2024-08-11,Paid_Search,6580.82,70998,5207,7.33
2024-08-11,Facebook_Ads,5323.24,47602,2032,4.27
2024-08-11,Instagram_Ads,8308.59,66776,2811,4.21
2024-08-11,Email,1048.39,8469,350,4.13
2024-08-11,Organic_Search,0.0,0,0,0.0
2024-08-11,Direct,0.0,0,0,0.0
2024-08-12,Paid_Search,8948.56,100599,2814,2.8
2024-08-12,Facebook_Ads,8902.5,87884,6169,7.02
2024-08-12,Instagram_Ads,8485.56,91332,3642,3.99
2024-08-12,Email,794.57,11300,377,3.34
2024-08-12,Organic_Search,0.0,0,0,0.0
2024-08-12,Direct,0.0,0,0,0.0
2024-08-13,Paid_Search,10181.36,132735,4637,3.49
2024-08-13,Facebook_Ads,9492.88,120329,4843,4.02
2024-08-13,Instagram_Ads,6012.66,60661,3000,4.95
2024-08-13,Email,1389.21,20512,626,3.05
2024-08-13,Organic_Search,0.0,0,0,0.0
2024-08-13,Direct,0.0,0,0,0.0
2024-08-14,Paid_Search,12679.55,106930,4541,4.25
2024-08-14,Facebook_Ads,7074.17,94533,2146,2.27
2024-08-14,Instagram_Ads,8702.57,115117,5807,5.04
2024-08-14,Email,1022.79,15190,514,3.38
2024-08-14,Organic_Search,0.0,0,0,0.0
2024-08-14,Direct,0.0,0,0,0.0
2024-08-15,Paid_Search,13783.94,153220,5093,3.32
2024-08-15,Facebook_Ads,6101.31,82870,4233,5.11
2024-08-15,Instagram_Ads,9153.09,113271,6516,5.75
2024-08-15,Email,1298.39,10563,996,9.43
2024-08-15,Organic_Search,0.0,0,0,0.0
2024-08-15,Direct,0.0,0,0,0.0
2024-08-16,Paid_Search,9246.12,85658,3244,3.79
2024-08-16,Facebook_Ads,10458.67,108508,6767,6.24
2024-08-16,Instagram_Ads,7077.63,70364,2599,3.69
2024-08-16,Email,1465.55,14449,848,5.87
2024-08-16,Organic_Search,0.0,0,0,0.0
2024-08-16,Direct,0.0,0,0,0.0
2024-08-17,Paid_Search,7913.61,96897,3704,3.82
2024-08-17,Facebook_Ads,9516.74,91005,5379,5.91
2024-08-17,Instagram_Ads,7430.69,82841,5833,7.04
2024-08-17,Email,857.41,9201,593,6.44
2024-08-17,Organic_Search,0.0,0,0,0.0
2024-08-17,Direct,0.0,0,0,0.0
2024-08-18,Paid_Search,12580.87,128088,8880,6.93
2024-08-18,Facebook_Ads,8158.14,66946,6191,9.25
2024-08-18,Instagram_Ads,6896.35,101588,4895,4.82
2024-08-18,Email,441.78,5176,317,6.12
2024-08-18,Organic_Search,0.0,0,0,0.0
2024-08-18,Direct,0.0,0,0,0.0
2024-08-19,Paid_Search,14280.86,119186,4292,3.6
2024-08-19,Facebook_Ads,7378.84,69197,4435,6.41
2024-08-19,Instagram_Ads,6334.0,55884,3359,6.01
2024-08-19,Email,1024.68,15182,425,2.8
2024-08-19,Organic_Search,0.0,0,0,0.0
2024-08-19,Direct,0.0,0,0,0.0
2024-08-20,Paid_Search,10446.99,107843,6147,5.7
2024-08-20,Facebook_Ads,11026.69,142808,5508,3.86
2024-08-20,Instagram_Ads,5755.59,67501,4464,6.61
2024-08-20,Email,1441.46,13150,989,7.52
2024-08-20,Organic_Search,0.0,0,0,0.0
2024-08-20,Direct,0.0,0,0,0.0
2024-08-21,Paid_Search,12993.89,175129,8180,4.67
2024-08-21,Facebook_Ads,6900.48,86371,2191,2.54
2024-08-21,Instagram_Ads,9868.41,118936,6526,5.49
2024-08-21,Email,1197.08,17110,944,5.52
2024-08-21,Organic_Search,0.0,0,0,0.0
2024-08-21,Direct,0.0,0,0,0.0
2024-08-22,Paid_Search,10932.6,160418,7350,4.58
2024-08-22,Facebook_Ads,6448.06,87842,2682,3.05
2024-08-22,Instagram_Ads,7477.17,64214,4448,6.93
2024-08-22,Email,1140.91,13799,388,2.81
2024-08-22,Organic_Search,0.0,0,0,0.0
2024-08-22,Direct,0.0,0,0,0.0
2024-08-23,Paid_Search,12962.47,144576,7222,5.0
2024-08-23,Facebook_Ads,9346.57,102980,3722,3.61
2024-08-23,Instagram_Ads,6046.39,89928,4754,5.29
2024-08-23,Email,583.79,5288,189,3.57
2024-08-23,Organic_Search,0.0,0,0,0.0
2024-08-23,Direct,0.0,0,0,0.0
2024-08-24,Paid_Search,9165.39,82449,4885,5.92
2024-08-24,Facebook_Ads,8276.36,110807,6309,5.69
2024-08-24,Instagram_Ads,8109.79,104932,3071,2.93
2024-08-24,Email,863.61,9230,519,5.62
2024-08-24,Organic_Search,0.0,0,0,0.0
2024-08-24,Direct,0.0,0,0,0.0
2024-08-25,Paid_Search,6329.07,58310,3530,6.05
2024-08-25,Facebook_Ads,5255.56,67096,2320,3.46
2024-08-25,Instagram_Ads,5843.65,52301,1955,3.74
2024-08-25,Email,542.55,6149,308,5.01
2024-08-25,Organic_Search,0.0,0,0,0.0
2024-08-25,Direct,0.0,0,0,0.0
2024-08-26,Paid_Search,8071.65,100931,2787,2.76
2024-08-26,Facebook_Ads,10120.85,125708,6410,5.1
2024-08-26,Instagram_Ads,8453.54,103091,4163,4.04
2024-08-26,Email,581.4,5063,444,8.77
2024-08-26,Organic_Search,0.0,0,0,0.0
2024-08-26,Direct,0.0,0,0,0.0
2024-08-27,Paid_Search,8805.78,87958,2984,3.39
2024-08-27,Facebook_Ads,10249.35,82181,5392,6.56
2024-08-27,Instagram_Ads,9304.91,125644,3344,2.66
2024-08-27,Email,1021.54,10091,335,3.32
2024-08-27,Organic_Search,0.0,0,0,0.0
2024-08-27,Direct,0.0,0,0,0.0
2024-08-28,Paid_Search,11764.71,169410,5920,3.49
2024-08-28,Facebook_Ads,9620.46,126930,3761,2.96
2024-08-28,Instagram_Ads,8440.38,95541,6225,6.52
2024-08-28,Email,675.97,7537,333,4.42
2024-08-28,Organic_Search,0.0,0,0,0.0
2024-08-28,Direct,0.0,0,0,0.0
2024-08-29,Paid_Search,8378.58,95596,4385,4.59
2024-08-29,Facebook_Ads,9633.01,105779,7534,7.12
2024-08-29,Instagram_Ads,6998.58,69491,3131,4.51
2024-08-29,Email,1119.42,13135,636,4.84
2024-08-29,Organic_Search,0.0,0,0,0.0
2024-08-29,Direct,0.0,0,0,0.0
2024-08-30,Paid_Search,13394.08,116693,7280,6.24
2024-08-30,Facebook_Ads,7110.6,78670,5558,7.06
2024-08-30,Instagram_Ads,7559.83,102597,3752,3.66
2024-08-30,Email,715.97,7996,516,6.45
2024-08-30,Organic_Search,0.0,0,0,0.0
2024-08-30,Direct,0.0,0,0,0.0
2024-08-31,Paid_Search,6830.92,77517,3259,4.2
2024-08-31,Facebook_Ads,8853.06,122572,5072,4.14
2024-08-31,Instagram_Ads,6973.47,78829,3433,4.35
2024-08-31,Email,513.05,5093,325,6.38
2024-08-31,Organic_Search,0.0,0,0,0.0
2024-08-31,Direct,0.0,0,0,0.0
2024-09-01,Paid_Search,9077.9,133995,3980,2.97
2024-09-01,Facebook_Ads,7564.75,86309,2606,3.02
2024-09-01,Instagram_Ads,4945.2,56580,3864,6.83
2024-09-01,Email,718.49,10312,327,3.17
2024-09-01,Organic_Search,0.0,0,0,0.0
2024-09-01,Direct,0.0,0,0,0.0
2024-09-02,Paid_Search,14510.99,168899,9070,5.37
2024-09-02,Facebook_Ads,6058.64,50779,3520,6.93
2024-09-02,Instagram_Ads,5030.08,54281,3280,6.04
2024-09-02,Email,1275.93,15318,685,4.47
2024-09-02,Organic_Search,0.0,0,0,0.0
2024-09-02,Direct,0.0,0,0,0.0
2024-09-03,Paid_Search,10465.91,113592,8359,7.36
2024-09-03,Facebook_Ads,11424.68,109136,8860,8.12
2024-09-03,Instagram_Ads,7476.95,95149,5507,5.79
2024-09-03,Email,1388.45,13103,1106,8.44
2024-09-03,Organic_Search,0.0,0,0,0.0
2024-09-03,Direct,0.0,0,0,0.0
2024-09-04,Paid_Search,9643.3,93092,2961,3.18
2024-09-04,Facebook_Ads,11173.46,92146,7450,8.08
2024-09-04,Instagram_Ads,5648.67,81085,4314,5.32
2024-09-04,Email,1188.34,11507,828,7.2
2024-09-04,Organic_Search,0.0,0,0,0.0
2024-09-04,Direct,0.0,0,0,0.0
2024-09-05,Paid_Search,10493.2,157101,4754,3.03
2024-09-05,Facebook_Ads,6062.83,82535,2836,3.44
2024-09-05,Instagram_Ads,5437.73,66500,2629,3.95
2024-09-05,Email,784.45,11419,296,2.59
2024-09-05,Organic_Search,0.0,0,0,0.0
2024-09-05,Direct,0.0,0,0,0.0
2024-09-06,Paid_Search,10084.0,112460,6392,5.68
2024-09-06,Facebook_Ads,6758.95,75376,5192,6.89
2024-09-06,Instagram_Ads,8221.15,80305,3914,4.87
2024-09-06,Email,887.31,7970,485,6.09
2024-09-06,Organic_Search,0.0,0,0,0.0
2024-09-06,Direct,0.0,0,0,0.0
2024-09-07,Paid_Search,9983.59,139383,6125,4.39
2024-09-07,Facebook_Ads,7761.39,86311,5734,6.64
2024-09-07,Instagram_Ads,5422.1,53665,4312,8.04
2024-09-07,Email,1116.93,12439,341,2.74
2024-09-07,Organic_Search,0.0,0,0,0.0
2024-09-07,Direct,0.0,0,0,0.0
2024-09-08,Paid_Search,5908.44,85887,2488,2.9
2024-09-08,Facebook_Ads,9975.95,123037,4762,3.87
2024-09-08,Instagram_Ads,5305.25,70613,2682,3.8
2024-09-08,Email,936.09,8620,335,3.89
2024-09-08,Organic_Search,0.0,0,0,0.0
2024-09-08,Direct,0.0,0,0,0.0
2024-09-09,Paid_Search,12308.4,171052,9020,5.27
2024-09-09,Facebook_Ads,6082.31,88072,2378,2.7
2024-09-09,Instagram_Ads,9048.27,91055,4922,5.41
2024-09-09,Email,939.02,7747,286,3.69
2024-09-09,Organic_Search,0.0,0,0,0.0
2024-09-09,Direct,0.0,0,0,0.0
2024-09-10,Paid_Search,11489.38,98419,5530,5.62
2024-09-10,Facebook_Ads,8993.15,86266,5364,6.22
2024-09-10,Instagram_Ads,5293.3,70350,2511,3.57
2024-09-10,Email,1478.93,19026,1051,5.52
2024-09-10,Organic_Search,0.0,0,0,0.0
2024-09-10,Direct,0.0,0,0,0.0
2024-09-11,Paid_Search,11702.2,120107,5600,4.66
2024-09-11,Facebook_Ads,11589.98,167748,8351,4.98
2024-09-11,Instagram_Ads,8796.52,122836,3714,3.02
2024-09-11,Email,1463.35,20882,1085,5.2
2024-09-11,Organic_Search,0.0,0,0,0.0
2024-09-11,Direct,0.0,0,0,0.0
2024-09-12,Paid_Search,9588.86,137988,4343,3.15
2024-09-12,Facebook_Ads,9524.08,125223,3453,2.76
2024-09-12,Instagram_Ads,5024.93,53278,2449,4.6
2024-09-12,Email,1460.36,15550,977,6.28
2024-09-12,Organic_Search,0.0,0,0,0.0
2024-09-12,Direct,0.0,0,0,0.0
2024-09-13,Paid_Search,9171.91,114974,4286,3.73
2024-09-13,Facebook_Ads,7580.95,110485,3436,3.11
2024-09-13,Instagram_Ads,6263.83,69813,4532,6.49
2024-09-13,Email,711.03,7754,283,3.65
2024-09-13,Organic_Search,0.0,0,0,0.0
2024-09-13,Direct,0.0,0,0,0.0
2024-09-14,Paid_Search,12099.47,166909,7821,4.69
2024-09-14,Facebook_Ads,5154.31,67633,1557,2.3
2024-09-14,Instagram_Ads,5427.9,66568,3335,5.01
2024-09-14,Email,1137.83,15205,870,5.72
2024-09-14,Organic_Search,0.0,0,0,0.0
2024-09-14,Direct,0.0,0,0,0.0
2024-09-15,Paid_Search,12555.32,176553,8587,4.86
2024-09-15,Facebook_Ads,7561.6,110265,5856,5.31
2024-09-15,Instagram_Ads,6434.8,66996,2615,3.9
2024-09-15,Email,826.87,12347,506,4.1
2024-09-15,Organic_Search,0.0,0,0,0.0
2024-09-15,Direct,0.0,0,0,0.0
2024-09-16,Paid_Search,10984.47,121020,6205,5.13
2024-09-16,Facebook_Ads,10874.0,135594,5505,4.06
2024-09-16,Instagram_Ads,6410.53,53278,2961,5.56
2024-09-16,Email,628.17,7033,465,6.61
2024-09-16,Organic_Search,0.0,0,0,0.0
2024-09-16,Direct,0.0,0,0,0.0
2024-09-17,Paid_Search,9476.56,108105,6430,5.95
2024-09-17,Facebook_Ads,7315.57,109487,5440,4.97
2024-09-17,Instagram_Ads,9504.82,119551,3462,2.9
2024-09-17,Email,1316.96,19540,1046,5.35
2024-09-17,Organic_Search,0.0,0,0,0.0
2024-09-17,Direct,0.0,0,0,0.0
2024-09-18,Paid_Search,14976.69,187066,10468,5.6
2024-09-18,Facebook_Ads,6941.01,83488,2128,2.55
2024-09-18,Instagram_Ads,5476.63,77488,1921,2.48
2024-09-18,Email,885.66,13207,308,2.33
2024-09-18,Organic_Search,0.0,0,0,0.0
2024-09-18,Direct,0.0,0,0,0.0
2024-09-19,Paid_Search,9741.98,145450,6087,4.18
2024-09-19,Facebook_Ads,11462.79,98814,5090,5.15
2024-09-19,Instagram_Ads,6025.43,49238,3384,6.87
2024-09-19,Email,1057.15,8590,584,6.8
2024-09-19,Organic_Search,0.0,0,0,0.0
2024-09-19,Direct,0.0,0,0,0.0
2024-09-20,Paid_Search,10479.25,114011,4939,4.33
2024-09-20,Facebook_Ads,8219.56,105751,5077,4.8
2024-09-20,Instagram_Ads,6320.51,63164,2472,3.91
2024-09-20,Email,1400.23,20142,688,3.42
2024-09-20,Organic_Search,0.0,0,0,0.0
2024-09-20,Direct,0.0,0,0,0.0
2024-09-21,Paid_Search,10710.16,95525,3902,4.08
2024-09-21,Facebook_Ads,8682.61,105102,5446,5.18
2024-09-21,Instagram_Ads,8050.77,116956,3463,2.96
2024-09-21,Email,1104.97,14969,443,2.96
2024-09-21,Organic_Search,0.0,0,0,0.0
2024-09-21,Direct,0.0,0,0,0.0
2024-09-22,Paid_Search,10452.95,94869,4986,5.26
2024-09-22,Facebook_Ads,6086.28,78522,4100,5.22
2024-09-22,Instagram_Ads,6799.69,100325,3766,3.75
2024-09-22,Email,714.9,7728,378,4.89
2024-09-22,Organic_Search,0.0,0,0,0.0
2024-09-22,Direct,0.0,0,0,0.0
2024-09-23,Paid_Search,9567.68,90654,6708,7.4
2024-09-23,Facebook_Ads,11475.35,131303,8240,6.28
2024-09-23,Instagram_Ads,8759.97,95467,4552,4.77
2024-09-23,Email,1496.85,12722,640,5.03
2024-09-23,Organic_Search,0.0,0,0,0.0
2024-09-23,Direct,0.0,0,0,0.0
2024-09-24,Paid_Search,9622.88,83140,5858,7.05
