customer_id,conversion_date,revenue,total_touchpoints,first_touch_channel,last_touch_channel
194,2024-10-16 19:00:00,3090.77,8,Paid_Search,Email
200,2024-08-11 17:00:00,2637.09,6,Paid_Search,Email
212,2024-08-24 00:00:00,2407.48,4,Organic_Search,Organic_Search
214,2024-10-28 16:00:00,2259.12,4,Paid_Search,Direct
219,2024-08-25 03:00:00,1317.18,8,Instagram_Ads,Organic_Search
221,2024-07-24 14:00:00,1924.12,3,Paid_Search,Email
228,2024-10-07 06:00:00,2131.49,7,Paid_Search,Email
231,2024-12-02 13:00:00,3345.7,6,Organic_Search,Direct
241,2024-09-17 11:00:00,2774.89,8,Facebook_Ads,Direct
257,2024-08-20 21:00:00,1089.57,3,Paid_Search,Organic_Search
263,2024-08-25 03:00:00,2759.27,7,Paid_Search,Email
275,2024-11-03 00:00:00,2191.93,5,Instagram_Ads,Direct
288,2024-08-23 12:00:00,1958.46,3,Paid_Search,Paid_Search
289,2024-09-09 01:00:00,2989.34,6,Instagram_Ads,Direct
295,2024-08-02 16:00:00,3324.8,7,Paid_Search,Email
296,2024-10-02 13:00:00,3245.02,3,Paid_Search,Email
303,2024-10-30 04:00:00,1828.63,7,Facebook_Ads,Direct
307,2024-12-02 00:00:00,2252.63,4,Instagram_Ads,Organic_Search
308,2024-09-29 00:00:00,2765.01,8,Paid_Search,Direct
322,2024-07-31 13:00:00,3280.44,5,Paid_Search,Direct
326,2024-10-28 18:00:00,2116.66,4,Facebook_Ads,Direct
331,2024-08-18 12:00:00,2351.47,4,Facebook_Ads,Organic_Search
333,2024-10-12 21:00:00,1614.93,7,Paid_Search,Direct
334,2024-08-05 19:00:00,1543.03,6,Organic_Search,Direct
340,2024-08-30 13:00:00,3150.02,4,Paid_Search,Email
356,2024-08-05 05:00:00,3584.99,3,Organic_Search,Paid_Search
364,2024-12-14 12:00:00,2442.39,3,Paid_Search,Direct
365,2024-12-04 21:00:00,3302.83,8,Paid_Search,Direct
369,2024-11-30 03:00:00,2789.31,5,Instagram_Ads,Direct
372,2024-11-17 14:00:00,1983.9,7,Facebook_Ads,Direct
378,2024-09-05 11:00:00,2789.12,5,Instagram_Ads,Direct
386,2024-10-14 14:00:00,3730.43,5,Facebook_Ads,Paid_Search
390,2024-11-16 14:00:00,2471.34,8,Organic_Search,Email
393,2024-08-29 10:00:00,3751.71,5,Organic_Search,Email
396,2024-08-04 15:00:00,500.0,6,Instagram_Ads,Organic_Search
398,2024-08-05 00:00:00,3157.52,5,Paid_Search,Direct
409,2024-10-08 10:00:00,2569.64,7,Paid_Search,Email
417,2024-11-03 04:00:00,2260.79,4,Paid_Search,Direct
418,2024-12-11 21:00:00,2573.41,5,Instagram_Ads,Direct
426,2024-12-24 13:00:00,909.94,4,Paid_Search,Email
428,2024-09-16 01:00:00,2324.26,8,Facebook_Ads,Paid_Search
429,2024-11-23 10:00:00,2785.69,4,Facebook_Ads,Direct
441,2024-09-20 12:00:00,3682.32,5,Facebook_Ads,Email
442,2024-10-09 19:00:00,2085.38,6,Facebook_Ads,Direct
444,2024-09-01 12:00:00,1853.21,4,Facebook_Ads,Direct
459,2024-12-23 18:00:00,2098.59,7,Paid_Search,Paid_Search
468,2024-09-10 10:00:00,3232.32,7,Facebook_Ads,Direct
472,2024-09-22 09:00:00,2763.0,8,Facebook_Ads,Organic_Search
473,2024-12-06 02:00:00,2076.19,8,Instagram_Ads,Organic_Search
489,2024-09-16 20:00:00,2910.61,4,Facebook_Ads,Paid_Search
491,2024-08-30 16:00:00,2577.66,8,Paid_Search,Organic_Search
499,2024-10-23 02:00:00,3274.92,8,Instagram_Ads,Organic_Search
505,2024-09-18 00:00:00,1938.36,8,Paid_Search,Direct
508,2024-09-01 03:00:00,2237.87,6,Facebook_Ads,Direct
535,2024-09-01 07:00:00,2186.31,5,Facebook_Ads,Organic_Search
544,2024-09-07 18:00:00,1329.19,7,Paid_Search,Paid_Search
554,2024-09-23 16:00:00,2736.9,8,Organic_Search,Email
560,2024-11-08 10:00:00,2708.84,6,Organic_Search,Email
567,2024-07-30 00:00:00,2504.09,8,Paid_Search,Organic_Search
572,2024-09-12 23:00:00,2312.33,4,Paid_Search,Direct
578,2024-12-26 20:00:00,1367.7,4,Paid_Search,Paid_Search
590,2024-08-02 13:00:00,2163.48,8,Instagram_Ads,Email
598,2024-09-04 11:00:00,2225.83,8,Facebook_Ads,Paid_Search
601,2024-11-30 12:00:00,1858.18,4,Paid_Search,Direct
603,2024-11-18 02:00:00,2370.97,4,Facebook_Ads,Direct
604,2024-11-03 19:00:00,2823.24,5,Facebook_Ads,Direct
611,2024-11-08 12:00:00,4008.95,6,Organic_Search,Direct
626,2024-07-30 00:00:00,2639.66,6,Paid_Search,Paid_Search
627,2024-11-12 04:00:00,2706.04,5,Organic_Search,Organic_Search
633,2024-09-14 13:00:00,2440.44,3,Paid_Search,Email
636,2024-08-01 06:00:00,964.98,3,Paid_Search,Direct
641,2024-10-10 12:00:00,2478.79,5,Organic_Search,Paid_Search
649,2024-11-15 16:00:00,2548.18,7,Facebook_Ads,Email
650,2024-08-12 00:00:00,4470.59,4,Paid_Search,Email
677,2024-09-03 19:00:00,2346.11,8,Paid_Search,Organic_Search
683,2024-09-25 02:00:00,2741.24,5,Facebook_Ads,Paid_Search
684,2024-10-30 21:00:00,2472.23,7,Instagram_Ads,Organic_Search
686,2024-09-11 04:00:00,1565.06,8,Paid_Search,Organic_Search
693,2024-10-12 01:00:00,3414.26,6,Paid_Search,Paid_Search
695,2024-07-31 09:00:00,3101.55,7,Paid_Search,Email
696,2024-09-27 07:00:00,3132.83,8,Paid_Search,Email
705,2024-11-17 18:00:00,1772.49,7,Paid_Search,Paid_Search
738,2024-09-18 12:00:00,3622.24,5,Facebook_Ads,Email
739,2024-08-13 06:00:00,1378.52,7,Organic_Search,Email
756,2024-11-20 19:00:00,2969.49,4,Paid_Search,Direct
767,2024-10-16 14:00:00,4252.36,4,Paid_Search,Direct
769,2024-08-03 05:00:00,1707.57,7,Organic_Search,Direct
781,2024-08-13 21:00:00,2046.96,3,Organic_Search,Direct
790,2024-09-20 22:00:00,2579.72,4,Organic_Search,Direct
793,2024-12-24 23:00:00,2097.22,8,Facebook_Ads,Direct
818,2024-09-12 02:00:00,1259.47,6,Instagram_Ads,Email
830,2024-08-05 00:00:00,2554.85,5,Facebook_Ads,Email
850,2024-08-18 15:00:00,1650.16,3,Instagram_Ads,Paid_Search
865,2024-08-10 17:00:00,2878.87,8,Paid_Search,Email
868,2024-08-18 06:00:00,1764.46,4,Paid_Search,Direct
877,2024-08-09 02:00:00,3739.95,3,Facebook_Ads,Organic_Search
879,2024-10-03 13:00:00,1873.4,3,Facebook_Ads,Direct
892,2024-12-13 14:00:00,2242.35,5,Facebook_Ads,Paid_Search
895,2024-12-17 17:00:00,3150.81,7,Paid_Search,Direct
908,2024-10-26 21:00:00,1515.31,3,Paid_Search,Direct
919,2024-10-02 08:00:00,2681.97,3,Paid_Search,Paid_Search
937,2024-08-16 22:00:00,3545.71,3,Paid_Search,Organic_Search
940,2024-10-02 07:00:00,1214.01,7,Facebook_Ads,Direct
943,2024-10-20 13:00:00,2647.71,4,Paid_Search,Direct
947,2024-08-05 01:00:00,2707.91,7,Instagram_Ads,Paid_Search
963,2024-12-03 03:00:00,3125.46,8,Instagram_Ads,Paid_Search
972,2024-11-11 17:00:00,1510.44,5,Paid_Search,Email
973,2024-08-14 11:00:00,1443.63,3,Facebook_Ads,Email
974,2024-07-23 06:00:00,2917.55,5,Facebook_Ads,Direct
991,2024-07-22 08:00:00,2737.59,3,Paid_Search,Direct
1000,2024-08-07 20:00:00,2700.39,7,Paid_Search,Email
1003,2024-08-18 00:00:00,2777.16,6,Instagram_Ads,Paid_Search
1012,2024-11-25 22:00:00,1955.98,3,Instagram_Ads,Direct
1014,2024-11-25 01:00:00,2685.8,3,Instagram_Ads,Organic_Search
1021,2024-12-03 07:00:00,2734.46,8,Paid_Search,Direct
1023,2024-11-26 06:00:00,1928.52,3,Organic_Search,Organic_Search
1031,2024-08-09 23:00:00,3992.62,6,Instagram_Ads,Direct
1032,2024-09-07 10:00:00,2879.07,8,Facebook_Ads,Direct
1045,2024-09-13 02:00:00,1546.96,5,Facebook_Ads,Organic_Search
1046,2024-09-04 00:00:00,3025.24,5,Instagram_Ads,Paid_Search
1055,2024-10-30 11:00:00,1720.25,4,Instagram_Ads,Direct
1070,2024-08-01 12:00:00,3129.67,7,Instagram_Ads,Email
1073,2024-08-17 19:00:00,3426.88,6,Paid_Search,Direct
1074,2024-08-09 05:00:00,1843.45,8,Organic_Search,Organic_Search
1077,2024-10-25 08:00:00,3270.7,8,Instagram_Ads,Direct
1080,2024-12-19 15:00:00,2830.22,6,Paid_Search,Direct
1083,2024-09-27 16:00:00,3157.65,8,Facebook_Ads,Paid_Search
1089,2024-09-27 00:00:00,4017.43,7,Facebook_Ads,Organic_Search
1095,2024-10-08 12:00:00,2303.69,4,Facebook_Ads,Paid_Search
1099,2024-08-10 13:00:00,1897.01,8,Paid_Search,Email
1104,2024-11-10 15:00:00,1788.39,8,Instagram_Ads,Email
1107,2024-10-18 14:00:00,1847.35,7,Paid_Search,Paid_Search
1119,2024-07-11 21:00:00,2438.32,3,Organic_Search,Paid_Search
1130,2024-11-28 15:00:00,2772.92,5,Paid_Search,Direct
1139,2024-12-12 13:00:00,2721.35,5,Paid_Search,Paid_Search
1148,2024-10-30 13:00:00,3161.75,3,Paid_Search,Paid_Search
1149,2024-10-01 12:00:00,2510.4,7,Organic_Search,Email
1159,2024-08-14 01:00:00,3662.83,3,Facebook_Ads,Email
1174,2024-11-27 11:00:00,2288.27,8,Facebook_Ads,Direct
1179,2024-10-01 21:00:00,4676.14,8,Instagram_Ads,Direct
1190,2024-11-03 17:00:00,3000.53,6,Paid_Search,Email
1194,2024-09-26 16:00:00,1814.27,6,Paid_Search,Email
1198,2024-11-28 20:00:00,1643.29,8,Organic_Search,Email
1204,2024-12-14 09:00:00,2885.98,8,Paid_Search,Direct
1209,2024-09-19 12:00:00,2321.23,7,Paid_Search,Email
1216,2024-09-08 19:00:00,3071.2,3,Facebook_Ads,Paid_Search
1219,2024-10-27 13:00:00,2878.59,3,Facebook_Ads,Paid_Search
1220,2024-09-05 02:00:00,2441.74,7,Facebook_Ads,Organic_Search
1227,2024-07-24 19:00:00,1822.57,4,Instagram_Ads,Paid_Search
1233,2024-08-16 15:00:00,1288.12,8,Paid_Search,Email
1238,2024-08-28 13:00:00,2142.79,4,Paid_Search,Email
1257,2024-10-20 09:00:00,3185.12,7,Facebook_Ads,Organic_Search
1265,2024-12-15 19:00:00,2671.27,5,Paid_Search,Paid_Search
1268,2024-11-17 16:00:00,1503.41,4,Paid_Search,Paid_Search
1269,2024-12-13 01:00:00,2638.54,7,Paid_Search,Email
1274,2024-09-15 08:00:00,2808.25,5,Organic_Search,Direct
1277,2024-09-25 22:00:00,1792.91,7,Organic_Search,Paid_Search
1283,2024-08-17 07:00:00,2622.98,7,Facebook_Ads,Email
1287,2024-08-07 02:00:00,2546.57,5,Paid_Search,Direct
1288,2024-10-12 03:00:00,1585.62,6,Facebook_Ads,Paid_Search
1294,2024-08-30 14:00:00,2786.23,6,Facebook_Ads,Direct
1296,2024-07-22 20:00:00,2948.63,6,Instagram_Ads,Email
1311,2024-11-08 10:00:00,3366.44,4,Paid_Search,Email
1313,2024-08-30 07:00:00,3343.04,7,Instagram_Ads,Email
1317,2024-09-06 15:00:00,1397.86,8,Paid_Search,Email
1320,2024-11-10 13:00:00,1749.74,6,Facebook_Ads,Email
1322,2024-10-03 02:00:00,2912.03,5,Instagram_Ads,Organic_Search
1326,2024-07-31 09:00:00,2911.03,3,Paid_Search,Direct
1329,2024-11-29 17:00:00,2912.04,8,Paid_Search,Email
1333,2024-09-11 23:00:00,5582.19,6,Organic_Search,Direct
1334,2024-09-30 13:00:00,2956.71,6,Paid_Search,Paid_Search
1358,2024-11-09 00:00:00,3408.45,7,Facebook_Ads,Direct
1362,2024-09-21 08:00:00,3263.2,7,Paid_Search,Direct
1370,2024-07-31 10:00:00,3021.11,4,Facebook_Ads,Organic_Search
1378,2024-08-02 16:00:00,2247.78,5,Paid_Search,Paid_Search
1379,2024-07-31 03:00:00,3107.18,6,Instagram_Ads,Email
1385,2024-09-06 22:00:00,1881.74,6,Instagram_Ads,Organic_Search
1393,2024-11-13 03:00:00,2310.55,7,Instagram_Ads,Email
1395,2024-11-05 00:00:00,2111.71,6,Instagram_Ads,Organic_Search
1406,2024-07-24 16:00:00,2565.5,4,Paid_Search,Organic_Search
1408,2024-09-29 16:00:00,4351.73,7,Paid_Search,Direct
1417,2024-11-12 13:00:00,1006.19,6,Facebook_Ads,Paid_Search
1418,2024-11-12 11:00:00,3049.01,7,Organic_Search,Organic_Search
1419,2024-08-16 08:00:00,1209.83,6,Paid_Search,Direct
1425,2024-10-07 08:00:00,2122.45,5,Organic_Search,Direct
1432,2024-12-19 10:00:00,3371.16,7,Facebook_Ads,Paid_Search
1434,2024-08-26 05:00:00,2551.42,3,Paid_Search,Direct
1435,2024-09-19 09:00:00,1637.8,8,Paid_Search,Direct
1439,2024-07-23 18:00:00,1927.76,4,Instagram_Ads,Paid_Search
1442,2024-09-24 22:00:00,3043.68,4,Instagram_Ads,Organic_Search
1459,2024-08-12 04:00:00,1915.71,8,Facebook_Ads,Paid_Search
1460,2024-10-14 04:00:00,2673.17,6,Facebook_Ads,Direct
1467,2024-12-21 03:00:00,2536.46,5,Instagram_Ads,Direct
1475,2024-12-09 03:00:00,1978.72,7,Facebook_Ads,Email
1482,2024-09-17 17:00:00,4215.16,6,Paid_Search,Direct
1484,2024-09-23 02:00:00,3007.14,4,Facebook_Ads,Direct
1490,2024-12-14 18:00:00,879.89,7,Paid_Search,Paid_Search
1501,2024-12-16 20:00:00,2649.16,8,Paid_Search,Email
1502,2024-11-27 20:00:00,1970.57,3,Facebook_Ads,Email
1506,2024-12-16 23:00:00,3181.95,5,Facebook_Ads,Direct
1518,2024-12-01 12:00:00,1865.98,6,Paid_Search,Paid_Search
1530,2024-10-02 02:00:00,2408.21,7,Organic_Search,Email
1534,2024-12-03 21:00:00,2903.99,6,Instagram_Ads,Email
1540,2024-10-12 00:00:00,3192.6,5,Organic_Search,Direct
1544,2024-10-04 00:00:00,1539.76,6,Instagram_Ads,Direct
1551,2024-08-19 07:00:00,2232.4,4,Paid_Search,Email
1554,2024-11-22 15:00:00,2120.04,6,Paid_Search,Paid_Search
1559,2024-09-30 05:00:00,1977.34,3,Instagram_Ads,Email
1563,2024-11-07 15:00:00,3912.36,6,Paid_Search,Organic_Search
1578,2024-11-08 08:00:00,2823.99,5,Paid_Search,Paid_Search
1583,2024-07-30 23:00:00,1491.29,7,Instagram_Ads,Organic_Search
1592,2024-11-03 01:00:00,3234.29,3,Paid_Search,Paid_Search
1593,2024-12-17 07:00:00,4197.72,3,Facebook_Ads,Email
1604,2024-10-11 22:00:00,3325.97,6,Organic_Search,Email
1611,2024-11-08 00:00:00,1284.5,6,Paid_Search,Paid_Search
1617,2024-08-22 23:00:00,2112.61,6,Instagram_Ads,Paid_Search
1624,2024-12-07 01:00:00,3513.53,5,Paid_Search,Email
1628,2024-10-22 20:00:00,1933.86,5,Facebook_Ads,Paid_Search
1630,2024-08-14 01:00:00,2855.06,7,Paid_Search,Email
1631,2024-07-26 12:00:00,3119.71,4,Instagram_Ads,Email
1632,2024-08-07 21:00:00,1758.46,8,Facebook_Ads,Paid_Search
1644,2024-08-05 23:00:00,2452.38,5,Paid_Search,Direct
1647,2024-11-20 22:00:00,500.0,7,Paid_Search,Direct
1649,2024-10-10 07:00:00,1680.49,3,Paid_Search,Email
1651,2024-10-21 12:00:00,2297.95,5,Instagram_Ads,Organic_Search
1661,2024-10-31 13:00:00,1501.77,4,Paid_Search,Email
1686,2024-07-27 20:00:00,3805.93,8,Paid_Search,Email
1700,2024-12-22 20:00:00,1355.89,7,Paid_Search,Paid_Search
1703,2024-08-30 22:00:00,2147.96,4,Instagram_Ads,Direct
1711,2024-10-27 10:00:00,2604.59,4,Instagram_Ads,Organic_Search
1719,2024-09-20 15:00:00,3653.02,5,Organic_Search,Organic_Search
1720,2024-10-19 06:00:00,1351.31,8,Paid_Search,Organic_Search
1732,2024-09-28 11:00:00,3430.53,3,Organic_Search,Paid_Search
1757,2024-09-21 12:00:00,2508.19,7,Facebook_Ads,Email
1769,2024-07-30 15:00:00,1714.79,6,Organic_Search,Email
1780,2024-08-04 00:00:00,2869.68,5,Facebook_Ads,Email
1782,2024-09-18 05:00:00,2659.25,6,Facebook_Ads,Email
1787,2024-08-06 19:00:00,2019.83,5,Paid_Search,Paid_Search
1797,2024-09-25 15:00:00,2555.84,3,Paid_Search,Paid_Search
1800,2024-11-08 06:00:00,2191.75,3,Paid_Search,Direct
1804,2024-09-01 20:00:00,2590.81,6,Organic_Search,Email
1813,2024-08-12 16:00:00,3029.7,3,Paid_Search,Email
1816,2024-09-27 22:00:00,3768.81,4,Facebook_Ads,Direct
1822,2024-10-04 22:00:00,1509.75,8,Instagram_Ads,Organic_Search
1824,2024-10-31 08:00:00,4206.43,6,Organic_Search,Direct
1832,2024-08-26 19:00:00,938.33,8,Facebook_Ads,Email
1834,2024-08-15 21:00:00,2378.57,8,Instagram_Ads,Organic_Search
1862,2024-07-31 07:00:00,2970.65,4,Organic_Search,Email
1865,2024-07-19 18:00:00,2724.79,6,Organic_Search,Organic_Search
1870,2024-12-19 10:00:00,2001.84,6,Instagram_Ads,Email
1875,2024-10-23 02:00:00,2333.5,4,Paid_Search,Paid_Search
1881,2024-09-15 23:00:00,2105.6,6,Facebook_Ads,Direct
1884,2024-08-09 02:00:00,2028.51,4,Paid_Search,Paid_Search
1895,2024-07-23 13:00:00,3179.68,6,Instagram_Ads,Direct
1896,2024-09-24 11:00:00,2785.61,3,Organic_Search,Direct
1897,2024-10-06 23:00:00,1945.67,5,Organic_Search,Direct
1907,2024-11-30 15:00:00,3219.68,4,Paid_Search,Organic_Search
1912,2024-08-23 02:00:00,2745.84,8,Organic_Search,Email
1916,2024-08-31 13:00:00,3150.29,4,Paid_Search,Direct
1922,2024-11-25 17:00:00,3003.7,6,Facebook_Ads,Email
1924,2024-07-27 01:00:00,1836.8,6,Paid_Search,Email
1928,2024-10-02 00:00:00,2051.86,3,Organic_Search,Email
1935,2024-09-18 22:00:00,3097.83,8,Paid_Search,Paid_Search
1953,2024-10-24 08:00:00,2988.3,4,Paid_Search,Direct
1963,2024-07-29 12:00:00,2483.28,8,Instagram_Ads,Direct
1966,2024-12-08 15:00:00,2593.86,8,Paid_Search,Email
1968,2024-12-14 01:00:00,3522.13,8,Organic_Search,Organic_Search
1978,2024-09-22 00:00:00,2026.74,4,Instagram_Ads,Paid_Search
1989,2024-08-16 06:00:00,2937.68,4,Instagram_Ads,Paid_Search
1995,2024-11-28 19:00:00,2338.25,3,Instagram_Ads,Email
1999,2024-09-11 02:00:00,2325.86,3,Paid_Search,Direct
2003,2024-08-12 18:00:00,3379.02,3,Paid_Search,Organic_Search
2011,2024-11-09 16:00:00,3160.33,7,Instagram_Ads,Email
2020,2024-12-13 01:00:00,3150.81,6,Instagram_Ads,Email
2021,2024-11-30 19:00:00,3544.38,5,Facebook_Ads,Paid_Search
2031,2024-08-25 18:00:00,2516.8,8,Instagram_Ads,Paid_Search
2041,2024-09-21 13:00:00,3045.56,7,Instagram_Ads,Paid_Search
2052,2024-08-27 03:00:00,2251.79,8,Facebook_Ads,Direct
2054,2024-08-26 01:00:00,2759.33,8,Facebook_Ads,Organic_Search
2062,2024-10-17 05:00:00,2395.89,6,Paid_Search,Email
2069,2024-12-06 18:00:00,2577.6,3,Instagram_Ads,Email
2072,2024-08-21 23:00:00,2976.13,5,Paid_Search,Paid_Search
2075,2024-11-16 23:00:00,1845.42,4,Facebook_Ads,Organic_Search
2078,2024-10-20 08:00:00,4173.91,5,Instagram_Ads,Direct
2079,2024-08-07 10:00:00,1695.19,8,Paid_Search,Direct
2094,2024-11-30 21:00:00,1528.65,8,Paid_Search,Direct
2096,2024-11-30 15:00:00,3426.49,8,Paid_Search,Email
2100,2024-08-26 07:00:00,3133.33,6,Instagram_Ads,Organic_Search
2105,2024-10-05 19:00:00,2999.3,7,Paid_Search,Email
2106,2024-09-23 23:00:00,3002.68,8,Organic_Search,Email
2108,2024-10-14 06:00:00,2490.2,7,Facebook_Ads,Paid_Search
2110,2024-08-14 22:00:00,1782.2,3,Facebook_Ads,Email
2121,2024-10-06 06:00:00,2560.64,4,Paid_Search,Direct
2136,2024-10-23 17:00:00,1958.27,7,Paid_Search,Paid_Search
2137,2024-12-22 03:00:00,3280.1,4,Facebook_Ads,Organic_Search
2138,2024-11-20 23:00:00,2382.35,3,Paid_Search,Organic_Search
2148,2024-07-24 08:00:00,1839.6,6,Facebook_Ads,Email
2153,2024-12-05 14:00:00,2242.89,3,Facebook_Ads,Organic_Search
2156,2024-11-06 06:00:00,2830.35,8,Paid_Search,Email
2169,2024-10-05 13:00:00,2049.02,8,Organic_Search,Paid_Search
2182,2024-12-10 11:00:00,1842.22,5,Paid_Search,Direct
2185,2024-09-21 07:00:00,2694.95,3,Instagram_Ads,Paid_Search
2188,2024-08-20 20:00:00,2695.97,6,Instagram_Ads,Email
2192,2024-09-25 18:00:00,2094.45,4,Instagram_Ads,Paid_Search
2201,2024-12-19 07:00:00,2123.17,5,Paid_Search,Email
2207,2024-11-08 13:00:00,2685.64,6,Facebook_Ads,Email
2225,2024-12-22 00:00:00,1341.53,7,Organic_Search,Paid_Search
2226,2024-10-12 21:00:00,1374.03,7,Organic_Search,Email
2237,2024-09-15 07:00:00,1925.24,5,Paid_Search,Email
2244,2024-09-09 06:00:00,2329.24,4,Paid_Search,Email
2245,2024-11-23 06:00:00,2748.73,7,Paid_Search,Direct
2253,2024-09-16 04:00:00,3680.28,4,Paid_Search,Direct
2259,2024-08-06 12:00:00,3186.13,8,Facebook_Ads,Paid_Search
2269,2024-12-12 23:00:00,2372.05,7,Paid_Search,Paid_Search
2277,2024-12-14 06:00:00,2484.79,8,Paid_Search,Email
2291,2024-09-18 19:00:00,1697.98,6,Paid_Search,Paid_Search
2304,2024-11-21 13:00:00,2485.19,7,Instagram_Ads,Email
2330,2024-10-22 21:00:00,2269.07,4,Paid_Search,Email
2338,2024-08-01 04:00:00,2758.17,8,Facebook_Ads,Paid_Search
2339,2024-09-10 07:00:00,1838.22,4,Paid_Search,Email
2344,2024-11-28 10:00:00,2915.48,5,Facebook_Ads,Paid_Search
2355,2024-07-20 11:00:00,3726.19,6,Facebook_Ads,Direct
2367,2024-10-09 16:00:00,2412.99,4,Organic_Search,Email
2388,2024-11-15 19:00:00,2821.37,5,Paid_Search,Email
2391,2024-10-30 12:00:00,3052.12,8,Instagram_Ads,Paid_Search
2406,2024-11-03 01:00:00,2179.02,8,Paid_Search,Direct
2407,2024-10-08 03:00:00,2679.27,5,Facebook_Ads,Organic_Search
2410,2024-08-03 15:00:00,2510.07,7,Paid_Search,Email
2432,2024-09-17 15:00:00,2578.14,8,Instagram_Ads,Paid_Search
2442,2024-12-14 14:00:00,1881.59,6,Paid_Search,Paid_Search
2443,2024-07-26 13:00:00,2519.61,8,Facebook_Ads,Direct
2445,2024-08-10 21:00:00,2898.4,6,Organic_Search,Email
2449,2024-09-15 08:00:00,3660.91,7,Paid_Search,Email
2450,2024-11-21 16:00:00,3267.42,7,Paid_Search,Organic_Search
2458,2024-12-11 21:00:00,4222.55,3,Paid_Search,Organic_Search
2462,2024-08-31 00:00:00,1886.12,3,Paid_Search,Email
2479,2024-09-18 09:00:00,3197.86,7,Organic_Search,Direct
2487,2024-08-05 00:00:00,2646.67,7,Paid_Search,Organic_Search
2489,2024-09-15 00:00:00,4251.84,5,Instagram_Ads,Email
2493,2024-12-12 12:00:00,1853.36,3,Instagram_Ads,Organic_Search
2495,2024-09-30 04:00:00,1828.22,5,Paid_Search,Email
2496,2024-12-14 00:00:00,2020.49,4,Facebook_Ads,Direct
2499,2024-10-23 14:00:00,800.88,8,Paid_Search,Organic_Search
2507,2024-11-10 00:00:00,2079.4,6,Paid_Search,Organic_Search
2518,2024-11-28 13:00:00,1892.69,8,Paid_Search,Paid_Search
2521,2024-08-16 13:00:00,2620.32,6,Paid_Search,Email
2526,2024-11-21 23:00:00,2773.4,7,Paid_Search,Organic_Search
2529,2024-07-31 06:00:00,4000.94,8,Organic_Search,Organic_Search
2534,2024-09-14 09:00:00,3260.34,8,Facebook_Ads,Paid_Search
2548,2024-08-17 23:00:00,2038.48,5,Instagram_Ads,Email
2549,2024-09-07 14:00:00,1781.27,4,Paid_Search,Organic_Search
2552,2024-12-09 14:00:00,2893.54,6,Instagram_Ads,Organic_Search
2566,2024-09-24 00:00:00,1443.81,4,Paid_Search,Email
