date,channel,spend,impressions,clicks,conversions,revenue
2024-07-13,Organic_Search,0.0,0,0,0,0.0
2024-07-13,Paid_Search,12600.7,126121,7231,0,0.0
2024-07-14,Direct,0.0,0,0,0,0.0
2024-07-14,Email,679.57,7946,367,0,0.0
2024-07-14,Facebook_Ads,7767.79,86754,3290,0,0.0
2024-07-14,Instagram_Ads,4490.98,36216,3379,0,0.0
2024-07-14,Organic_Search,0.0,0,0,0,0.0
2024-07-14,Paid_Search,7452.05,95240,2755,0,0.0
2024-07-15,Direct,0.0,0,0,2,4767.7
2024-07-15,Email,512.73,4194,351,2,4767.7
2024-07-15,Facebook_Ads,6741.52,86311,4313,2,4767.7
2024-07-15,Instagram_Ads,9499.33,114907,3825,2,4767.7
2024-07-15,Organic_Search,0.0,0,0,2,4767.7
2024-07-15,Paid_Search,12846.2,130459,9017,2,4767.7
2024-07-16,Direct,0.0,0,0,1,1634.76
2024-07-16,Email,638.94,7920,475,1,1634.76
2024-07-16,Facebook_Ads,11143.18,110511,8572,1,1634.76
2024-07-16,Instagram_Ads,8266.91,87182,5482,1,1634.76
2024-07-16,Organic_Search,0.0,0,0,1,1634.76
2024-07-16,Paid_Search,9025.58,96214,5149,1,1634.76
2024-07-17,Direct,0.0,0,0,0,0.0
2024-07-17,Email,1297.61,16508,936,0,0.0
2024-07-17,Facebook_Ads,6851.47,68326,2857,0,0.0
2024-07-17,Instagram_Ads,5927.42,50333,2822,0,0.0
2024-07-17,Organic_Search,0.0,0,0,0,0.0
2024-07-17,Paid_Search,13778.76,144853,10089,0,0.0
2024-07-18,Direct,0.0,0,0,2,5400.56
2024-07-18,Email,579.26,7695,447,2,5400.56
2024-07-18,Facebook_Ads,8274.74,104572,4794,2,5400.56
2024-07-18,Instagram_Ads,6561.44,66794,3590,2,5400.56
2024-07-18,Organic_Search,0.0,0,0,2,5400.56
2024-07-18,Paid_Search,10018.65,133948,6438,2,5400.56
2024-07-19,Direct,0.0,0,0,4,9145.12
2024-07-19,Email,1075.19,12602,753,4,9145.12
2024-07-19,Facebook_Ads,8681.0,118698,2975,4,9145.12
2024-07-19,Instagram_Ads,9114.79,120445,4393,4,9145.12
2024-07-19,Organic_Search,0.0,0,0,4,9145.12
2024-07-19,Paid_Search,10659.51,98210,6572,4,9145.12
2024-07-20,Direct,0.0,0,0,3,11532.09
2024-07-20,Email,581.9,6733,283,3,11532.09
2024-07-20,Facebook_Ads,5596.66,56407,1882,3,11532.09
2024-07-20,Instagram_Ads,4761.2,65848,2992,3,11532.09
2024-07-20,Organic_Search,0.0,0,0,3,11532.09
2024-07-20,Paid_Search,12007.68,97964,6601,3,11532.09
2024-07-21,Direct,0.0,0,0,4,11539.05
2024-07-21,Email,1130.89,13490,748,4,11539.05
2024-07-21,Facebook_Ads,9540.76,84596,3344,4,11539.05
2024-07-21,Instagram_Ads,5546.52,66258,3981,4,11539.05
2024-07-21,Organic_Search,0.0,0,0,4,11539.05
2024-07-21,Paid_Search,10086.53,108191,5251,4,11539.05
2024-07-22,Direct,0.0,0,0,8,20109.03
2024-07-22,Email,506.66,6985,340,8,20109.03
2024-07-22,Facebook_Ads,10060.98,128817,3249,8,20109.03
2024-07-22,Instagram_Ads,8863.75,87819,4948,8,20109.03
2024-07-22,Organic_Search,0.0,0,0,8,20109.03
2024-07-22,Paid_Search,11348.0,108932,5243,8,20109.03
2024-07-23,Direct,0.0,0,0,5,14459.53
2024-07-23,Email,1092.41,9300,494,5,14459.53
2024-07-23,Facebook_Ads,9899.46,103829,6228,5,14459.53
2024-07-23,Instagram_Ads,5143.47,75452,3413,5,14459.53
2024-07-23,Organic_Search,0.0,0,0,5,14459.53
2024-07-23,Paid_Search,11195.27,96648,6643,5,14459.53
2024-07-24,Direct,0.0,0,0,9,18062.57
2024-07-24,Email,853.65,12660,648,9,18062.57
2024-07-24,Facebook_Ads,10651.16,106212,5379,9,18062.57
2024-07-24,Instagram_Ads,7201.01,64648,2318,9,18062.57
2024-07-24,Organic_Search,0.0,0,0,9,18062.57
2024-07-24,Paid_Search,14439.87,147952,7868,9,18062.57
2024-07-25,Direct,0.0,0,0,2,8518.05
2024-07-25,Email,1416.11,19490,1094,2,8518.05
2024-07-25,Facebook_Ads,9910.49,116217,7167,2,8518.05
2024-07-25,Instagram_Ads,7665.17,89510,5496,2,8518.05
2024-07-25,Organic_Search,0.0,0,0,2,8518.05
2024-07-25,Paid_Search,13092.5,118842,10141,2,8518.05
2024-07-26,Direct,0.0,0,0,8,19883.66
2024-07-26,Email,778.25,9259,460,8,19883.66
2024-07-26,Facebook_Ads,10009.82,121856,6709,8,19883.66
2024-07-26,Instagram_Ads,9500.77,122748,6170,8,19883.66
2024-07-26,Organic_Search,0.0,0,0,8,19883.66
2024-07-26,Paid_Search,13662.3,137690,8296,8,19883.66
2024-07-27,Direct,0.0,0,0,10,26911.58
2024-07-27,Email,726.01,9095,472,10,26911.58
2024-07-27,Facebook_Ads,5551.55,74874,1959,10,26911.58
2024-07-27,Instagram_Ads,6202.2,55426,4628,10,26911.58
2024-07-27,Organic_Search,0.0,0,0,10,26911.58
2024-07-27,Paid_Search,9244.21,92936,5756,10,26911.58
2024-07-28,Direct,0.0,0,0,7,20930.04
2024-07-28,Email,572.97,5183,241,7,20930.04
2024-07-28,Facebook_Ads,8440.75,115386,3287,7,20930.04
2024-07-28,Instagram_Ads,7429.55,71580,2451,7,20930.04
2024-07-28,Organic_Search,0.0,0,0,7,20930.04
2024-07-28,Paid_Search,9825.04,94813,3270,7,20930.04
2024-07-29,Direct,0.0,0,0,12,25189.69
2024-07-29,Email,858.01,11345,272,12,25189.69
2024-07-29,Facebook_Ads,11459.94,146592,8272,12,25189.69
2024-07-29,Instagram_Ads,6919.66,72218,3406,12,25189.69
2024-07-29,Organic_Search,0.0,0,0,12,25189.69
2024-07-29,Paid_Search,11511.78,160887,3471,12,25189.69
2024-07-30,Direct,0.0,0,0,13,27480.23
2024-07-30,Email,507.67,5839,361,13,27480.23
2024-07-30,Facebook_Ads,10710.39,141673,7920,13,27480.23
2024-07-30,Instagram_Ads,6953.74,69405,4884,13,27480.23
2024-07-30,Organic_Search,0.0,0,0,13,27480.23
2024-07-30,Paid_Search,12684.24,162037,5424,13,27480.23
2024-07-31,Direct,0.0,0,0,17,49929.44
2024-07-31,Email,1070.38,14366,458,17,49929.44
2024-07-31,Facebook_Ads,10242.96,108264,3483,17,49929.44
2024-07-31,Instagram_Ads,9938.65,81636,4941,17,49929.44
2024-07-31,Organic_Search,0.0,0,0,17,49929.44
2024-07-31,Paid_Search,12090.68,100430,4087,17,49929.44
2024-08-01,Direct,0.0,0,0,14,31065.57
2024-08-01,Email,1238.19,17968,378,14,31065.57
2024-08-01,Facebook_Ads,6693.79,68445,3122,14,31065.57
2024-08-01,Instagram_Ads,9146.14,89804,4823,14,31065.57
2024-08-01,Organic_Search,0.0,0,0,14,31065.57
2024-08-01,Paid_Search,10523.29,84718,6483,14,31065.57
2024-08-02,Direct,0.0,0,0,11,27868.19
2024-08-02,Email,877.44,9025,494,11,27868.19
2024-08-02,Facebook_Ads,9495.27,122325,5676,11,27868.19
2024-08-02,Instagram_Ads,6446.78,91545,3165,11,27868.19
2024-08-02,Organic_Search,0.0,0,0,11,27868.19
2024-08-02,Paid_Search,9134.46,73260,3975,11,27868.19
2024-08-03,Direct,0.0,0,0,7,15071.79
2024-08-03,Email,583.81,8027,232,7,15071.79
2024-08-03,Facebook_Ads,8986.82,130353,4984,7,15071.79
2024-08-03,Instagram_Ads,4773.04,53568,2949,7,15071.79
2024-08-03,Organic_Search,0.0,0,0,7,15071.79
2024-08-03,Paid_Search,8577.14,75271,4003,7,15071.79
2024-08-04,Direct,0.0,0,0,7,13514.34
2024-08-04,Email,1302.66,13877,477,7,13514.34
2024-08-04,Facebook_Ads,9174.71,108894,4962,7,13514.34
2024-08-04,Instagram_Ads,4177.99,43882,2927,7,13514.34
2024-08-04,Organic_Search,0.0,0,0,7,13514.34
2024-08-04,Paid_Search,9734.34,119008,5422,7,13514.34
2024-08-05,Direct,0.0,0,0,14,39266.52
2024-08-05,Email,1483.41,20628,1000,14,39266.52
2024-08-05,Facebook_Ads,9650.55,93207,4669,14,39266.52
2024-08-05,Instagram_Ads,5044.91,73940,3498,14,39266.52
2024-08-05,Organic_Search,0.0,0,0,14,39266.52
2024-08-05,Paid_Search,10674.31,99815,4803,14,39266.52
2024-08-06,Direct,0.0,0,0,7,20479.11
2024-08-06,Email,1017.71,9763,765,7,20479.11
2024-08-06,Facebook_Ads,10402.14,142783,7830,7,20479.11
2024-08-06,Instagram_Ads,8757.26,116688,2989,7,20479.11
2024-08-06,Organic_Search,0.0,0,0,7,20479.11
2024-08-06,Paid_Search,12665.25,126987,8998,7,20479.11
2024-08-07,Direct,0.0,0,0,10,24429.08
2024-08-07,Email,921.63,10245,658,10,24429.08
2024-08-07,Facebook_Ads,6314.96,75505,1921,10,24429.08
2024-08-07,Instagram_Ads,7483.13,89674,2608,10,24429.08
2024-08-07,Organic_Search,0.0,0,0,10,24429.08
2024-08-07,Paid_Search,9480.77,130350,4914,10,24429.08
2024-08-08,Direct,0.0,0,0,4,12407.79
2024-08-08,Email,527.67,6835,402,4,12407.79
2024-08-08,Facebook_Ads,9578.64,142741,2879,4,12407.79
2024-08-08,Instagram_Ads,7769.13,101043,3716,4,12407.79
2024-08-08,Organic_Search,0.0,0,0,4,12407.79
2024-08-08,Paid_Search,12679.1,169573,5920,4,12407.79
2024-08-09,Direct,0.0,0,0,15,40115.29
2024-08-09,Email,973.15,10102,499,15,40115.29
2024-08-09,Facebook_Ads,11714.84,127265,5673,15,40115.29
2024-08-09,Instagram_Ads,6064.99,61539,4828,15,40115.29
2024-08-09,Organic_Search,0.0,0,0,15,40115.29
2024-08-09,Paid_Search,10840.86,90412,7705,15,40115.29
2024-08-10,Direct,0.0,0,0,7,17806.98
2024-08-10,Email,617.53,5599,482,7,17806.98
2024-08-10,Facebook_Ads,6065.03,82496,4501,7,17806.98
2024-08-10,Instagram_Ads,4687.37,48937,2258,7,17806.98
2024-08-10,Organic_Search,0.0,0,0,7,17806.98
2024-08-10,Paid_Search,8206.97,116092,5115,7,17806.98
2024-08-11,Direct,0.0,0,0,9,26538.18
2024-08-11,Email,1048.39,8469,350,9,26538.18
2024-08-11,Facebook_Ads,5323.24,47602,2032,9,26538.18
2024-08-11,Instagram_Ads,8308.59,66776,2811,9,26538.18
2024-08-11,Organic_Search,0.0,0,0,9,26538.18
2024-08-11,Paid_Search,6580.82,70998,5207,9,26538.18
2024-08-12,Direct,0.0,0,0,7,19968.65
2024-08-12,Email,794.57,11300,377,7,19968.65
2024-08-12,Facebook_Ads,8902.5,87884,6169,7,19968.65
2024-08-12,Instagram_Ads,8485.56,91332,3642,7,19968.65
2024-08-12,Organic_Search,0.0,0,0,7,19968.65
2024-08-12,Paid_Search,8948.56,100599,2814,7,19968.65
2024-08-13,Direct,0.0,0,0,7,15800.04
2024-08-13,Email,1389.21,20512,626,7,15800.04
2024-08-13,Facebook_Ads,9492.88,120329,4843,7,15800.04
2024-08-13,Instagram_Ads,6012.66,60661,3000,7,15800.04
2024-08-13,Organic_Search,0.0,0,0,7,15800.04
2024-08-13,Paid_Search,10181.36,132735,4637,7,15800.04
2024-08-14,Direct,0.0,0,0,10,24967.79
2024-08-14,Email,1022.79,15190,514,10,24967.79
2024-08-14,Facebook_Ads,7074.17,94533,2146,10,24967.79
2024-08-14,Instagram_Ads,8702.57,115117,5807,10,24967.79
2024-08-14,Organic_Search,0.0,0,0,10,24967.79
2024-08-14,Paid_Search,12679.55,106930,4541,10,24967.79
2024-08-15,Direct,0.0,0,0,11,26319.8
2024-08-15,Email,1298.39,10563,996,11,26319.8
2024-08-15,Facebook_Ads,6101.31,82870,4233,11,26319.8
2024-08-15,Instagram_Ads,9153.09,113271,6516,11,26319.8
2024-08-15,Organic_Search,0.0,0,0,11,26319.8
2024-08-15,Paid_Search,13783.94,153220,5093,11,26319.8
2024-08-16,Direct,0.0,0,0,10,24756.62
2024-08-16,Email,1465.55,14449,848,10,24756.62
2024-08-16,Facebook_Ads,10458.67,108508,6767,10,24756.62
2024-08-16,Instagram_Ads,7077.63,70364,2599,10,24756.62
2024-08-16,Organic_Search,0.0,0,0,10,24756.62
2024-08-16,Paid_Search,9246.12,85658,3244,10,24756.62
2024-08-17,Direct,0.0,0,0,13,33047.03
2024-08-17,Email,857.41,9201,593,13,33047.03
2024-08-17,Facebook_Ads,9516.74,91005,5379,13,33047.03
2024-08-17,Instagram_Ads,7430.69,82841,5833,13,33047.03
2024-08-17,Organic_Search,0.0,0,0,13,33047.03
2024-08-17,Paid_Search,7913.61,96897,3704,13,33047.03
2024-08-18,Direct,0.0,0,0,17,40776.04
2024-08-18,Email,441.78,5176,317,17,40776.04
2024-08-18,Facebook_Ads,8158.14,66946,6191,17,40776.04
2024-08-18,Instagram_Ads,6896.35,101588,4895,17,40776.04
2024-08-18,Organic_Search,0.0,0,0,17,40776.04
2024-08-18,Paid_Search,12580.87,128088,8880,17,40776.04
2024-08-19,Direct,0.0,0,0,9,23201.98
2024-08-19,Email,1024.68,15182,425,9,23201.98
2024-08-19,Facebook_Ads,7378.84,69197,4435,9,23201.98
2024-08-19,Instagram_Ads,6334.0,55884,3359,9,23201.98
2024-08-19,Organic_Search,0.0,0,0,9,23201.98
2024-08-19,Paid_Search,14280.86,119186,4292,9,23201.98
2024-08-20,Direct,0.0,0,0,10,25901.75
2024-08-20,Email,1441.46,13150,989,10,25901.75
2024-08-20,Facebook_Ads,11026.69,142808,5508,10,25901.75
2024-08-20,Instagram_Ads,5755.59,67501,4464,10,25901.75
2024-08-20,Organic_Search,0.0,0,0,10,25901.75
2024-08-20,Paid_Search,10446.99,107843,6147,10,25901.75
2024-08-21,Direct,0.0,0,0,8,22564.3
2024-08-21,Email,1197.08,17110,944,8,22564.3
2024-08-21,Facebook_Ads,6900.48,86371,2191,8,22564.3
2024-08-21,Instagram_Ads,9868.41,118936,6526,8,22564.3
2024-08-21,Organic_Search,0.0,0,0,8,22564.3
2024-08-21,Paid_Search,12993.89,175129,8180,8,22564.3
2024-08-22,Direct,0.0,0,0,11,24899.84
2024-08-22,Email,1140.91,13799,388,11,24899.84
2024-08-22,Facebook_Ads,6448.06,87842,2682,11,24899.84
2024-08-22,Instagram_Ads,7477.17,64214,4448,11,24899.84
2024-08-22,Organic_Search,0.0,0,0,11,24899.84
2024-08-22,Paid_Search,10932.6,160418,7350,11,24899.84
2024-08-23,Direct,0.0,0,0,9,22718.77
2024-08-23,Email,583.79,5288,189,9,22718.77
2024-08-23,Facebook_Ads,9346.57,102980,3722,9,22718.77
2024-08-23,Instagram_Ads,6046.39,89928,4754,9,22718.77
2024-08-23,Organic_Search,0.0,0,0,9,22718.77
2024-08-23,Paid_Search,12962.47,144576,7222,9,22718.77
2024-08-24,Direct,0.0,0,0,12,30355.04
2024-08-24,Email,863.61,9230,519,12,30355.04
2024-08-24,Facebook_Ads,8276.36,110807,6309,12,30355.04
2024-08-24,Instagram_Ads,8109.79,104932,3071,12,30355.04
2024-08-24,Organic_Search,0.0,0,0,12,30355.04
2024-08-24,Paid_Search,9165.39,82449,4885,12,30355.04
2024-08-25,Direct,0.0,0,0,8,20763.58
2024-08-25,Email,542.55,6149,308,8,20763.58
2024-08-25,Facebook_Ads,5255.56,67096,2320,8,20763.58
2024-08-25,Instagram_Ads,5843.65,52301,1955,8,20763.58
2024-08-25,Organic_Search,0.0,0,0,8,20763.58
2024-08-25,Paid_Search,6329.07,58310,3530,8,20763.58
2024-08-26,Direct,0.0,0,0,10,24184.85
2024-08-26,Email,581.4,5063,444,10,24184.85
2024-08-26,Facebook_Ads,10120.85,125708,6410,10,24184.85
2024-08-26,Instagram_Ads,8453.54,103091,4163,10,24184.85
2024-08-26,Organic_Search,0.0,0,0,10,24184.85
2024-08-26,Paid_Search,8071.65,100931,2787,10,24184.85
2024-08-27,Direct,0.0,0,0,10,24922.54
2024-08-27,Email,1021.54,10091,335,10,24922.54
2024-08-27,Facebook_Ads,10249.35,82181,5392,10,24922.54
2024-08-27,Instagram_Ads,9304.91,125644,3344,10,24922.54
2024-08-27,Organic_Search,0.0,0,0,10,24922.54
2024-08-27,Paid_Search,8805.78,87958,2984,10,24922.54
2024-08-28,Direct,0.0,0,0,7,20759.36
2024-08-28,Email,675.97,7537,333,7,20759.36
2024-08-28,Facebook_Ads,9620.46,126930,3761,7,20759.36
2024-08-28,Instagram_Ads,8440.38,95541,6225,7,20759.36
2024-08-28,Organic_Search,0.0,0,0,7,20759.36
2024-08-28,Paid_Search,11764.71,169410,5920,7,20759.36
2024-08-29,Direct,0.0,0,0,8,23429.91
2024-08-29,Email,1119.42,13135,636,8,23429.91
2024-08-29,Facebook_Ads,9633.01,105779,7534,8,23429.91
2024-08-29,Instagram_Ads,6998.58,69491,3131,8,23429.91
2024-08-29,Organic_Search,0.0,0,0,8,23429.91
2024-08-29,Paid_Search,8378.58,95596,4385,8,23429.91
2024-08-30,Direct,0.0,0,0,16,40049.82
2024-08-30,Email,715.97,7996,516,16,40049.82
2024-08-30,Facebook_Ads,7110.6,78670,5558,16,40049.82
2024-08-30,Instagram_Ads,7559.83,102597,3752,16,40049.82
2024-08-30,Organic_Search,0.0,0,0,16,40049.82
2024-08-30,Paid_Search,13394.08,116693,7280,16,40049.82
2024-08-31,Direct,0.0,0,0,7,20257.46
2024-08-31,Email,513.05,5093,325,7,20257.46
2024-08-31,Facebook_Ads,8853.06,122572,5072,7,20257.46
2024-08-31,Instagram_Ads,6973.47,78829,3433,7,20257.46
2024-08-31,Organic_Search,0.0,0,0,7,20257.46
2024-08-31,Paid_Search,6830.92,77517,3259,7,20257.46
2024-09-01,Direct,0.0,0,0,11,24816.41
2024-09-01,Email,718.49,10312,327,11,24816.41
2024-09-01,Facebook_Ads,7564.75,86309,2606,11,24816.41
2024-09-01,Instagram_Ads,4945.2,56580,3864,11,24816.41
2024-09-01,Organic_Search,0.0,0,0,11,24816.41
2024-09-01,Paid_Search,9077.9,133995,3980,11,24816.41
2024-09-02,Direct,0.0,0,0,7,20918.57
2024-09-02,Email,1275.93,15318,685,7,20918.57
2024-09-02,Facebook_Ads,6058.64,50779,3520,7,20918.57
2024-09-02,Instagram_Ads,5030.08,54281,3280,7,20918.57
2024-09-02,Organic_Search,0.0,0,0,7,20918.57
2024-09-02,Paid_Search,14510.99,168899,9070,7,20918.57
2024-09-03,Direct,0.0,0,0,11,25097.85
2024-09-03,Email,1388.45,13103,1106,11,25097.85
2024-09-03,Facebook_Ads,11424.68,109136,8860,11,25097.85
2024-09-03,Instagram_Ads,7476.95,95149,5507,11,25097.85
2024-09-03,Organic_Search,0.0,0,0,11,25097.85
2024-09-03,Paid_Search,10465.91,113592,8359,11,25097.85
2024-09-04,Direct,0.0,0,0,9,24408.5
2024-09-04,Email,1188.34,11507,828,9,24408.5
2024-09-04,Facebook_Ads,11173.46,92146,7450,9,24408.5
2024-09-04,Instagram_Ads,5648.67,81085,4314,9,24408.5
2024-09-04,Organic_Search,0.0,0,0,9,24408.5
2024-09-04,Paid_Search,9643.3,93092,2961,9,24408.5
2024-09-05,Direct,0.0,0,0,10,22518.67
2024-09-05,Email,784.45,11419,296,10,22518.67
2024-09-05,Facebook_Ads,6062.83,82535,2836,10,22518.67
2024-09-05,Instagram_Ads,5437.73,66500,2629,10,22518.67
2024-09-05,Organic_Search,0.0,0,0,10,22518.67
2024-09-05,Paid_Search,10493.2,157101,4754,10,22518.67
2024-09-06,Direct,0.0,0,0,13,34707.73
2024-09-06,Email,887.31,7970,485,13,34707.73
2024-09-06,Facebook_Ads,6758.95,75376,5192,13,34707.73
2024-09-06,Instagram_Ads,8221.15,80305,3914,13,34707.73
2024-09-06,Organic_Search,0.0,0,0,13,34707.73
2024-09-06,Paid_Search,10084.0,112460,6392,13,34707.73
2024-09-07,Direct,0.0,0,0,9,24381.71
2024-09-07,Email,1116.93,12439,341,9,24381.71
2024-09-07,Facebook_Ads,7761.39,86311,5734,9,24381.71
2024-09-07,Instagram_Ads,5422.1,53665,4312,9,24381.71
2024-09-07,Organic_Search,0.0,0,0,9,24381.71
2024-09-07,Paid_Search,9983.59,139383,6125,9,24381.71
2024-09-08,Direct,0.0,0,0,3,7419.58
2024-09-08,Email,936.09,8620,335,3,7419.58
2024-09-08,Facebook_Ads,9975.95,123037,4762,3,7419.58
2024-09-08,Instagram_Ads,5305.25,70613,2682,3,7419.58
2024-09-08,Organic_Search,0.0,0,0,3,7419.58
2024-09-08,Paid_Search,5908.44,85887,2488,3,7419.58
2024-09-09,Direct,0.0,0,0,7,17672.65
2024-09-09,Email,939.02,7747,286,7,17672.65
2024-09-09,Facebook_Ads,6082.31,88072,2378,7,17672.65
2024-09-09,Instagram_Ads,9048.27,91055,4922,7,17672.65
2024-09-09,Organic_Search,0.0,0,0,7,17672.65
2024-09-09,Paid_Search,12308.4,171052,9020,7,17672.65
2024-09-10,Direct,0.0,0,0,7,20139.27
2024-09-10,Email,1478.93,19026,1051,7,20139.27
2024-09-10,Facebook_Ads,8993.15,86266,5364,7,20139.27
2024-09-10,Instagram_Ads,5293.3,70350,2511,7,20139.27
2024-09-10,Organic_Search,0.0,0,0,7,20139.27
2024-09-10,Paid_Search,11489.38,98419,5530,7,20139.27
2024-09-11,Direct,0.0,0,0,7,19111.58
2024-09-11,Email,1463.35,20882,1085,7,19111.58
2024-09-11,Facebook_Ads,11589.98,167748,8351,7,19111.58
2024-09-11,Instagram_Ads,8796.52,122836,3714,7,19111.58
2024-09-11,Organic_Search,0.0,0,0,7,19111.58
2024-09-11,Paid_Search,11702.2,120107,5600,7,19111.58
2024-09-12,Direct,0.0,0,0,7,15686.35
2024-09-12,Email,1460.36,15550,977,7,15686.35
2024-09-12,Facebook_Ads,9524.08,125223,3453,7,15686.35
2024-09-12,Instagram_Ads,5024.93,53278,2449,7,15686.35
2024-09-12,Organic_Search,0.0,0,0,7,15686.35
2024-09-12,Paid_Search,9588.86,137988,4343,7,15686.35
2024-09-13,Direct,0.0,0,0,5,13617.25
2024-09-13,Email,711.03,7754,283,5,13617.25
2024-09-13,Facebook_Ads,7580.95,110485,3436,5,13617.25
2024-09-13,Instagram_Ads,6263.83,69813,4532,5,13617.25
2024-09-13,Organic_Search,0.0,0,0,5,13617.25
2024-09-13,Paid_Search,9171.91,114974,4286,5,13617.25
2024-09-14,Direct,0.0,0,0,7,18078.7
2024-09-14,Email,1137.83,15205,870,7,18078.7
2024-09-14,Facebook_Ads,5154.31,67633,1557,7,18078.7
2024-09-14,Instagram_Ads,5427.9,66568,3335,7,18078.7
2024-09-14,Organic_Search,0.0,0,0,7,18078.7
2024-09-14,Paid_Search,12099.47,166909,7821,7,18078.7
2024-09-15,Direct,0.0,0,0,15,38197.68
2024-09-15,Email,826.87,12347,506,15,38197.68
2024-09-15,Facebook_Ads,7561.6,110265,5856,15,38197.68
2024-09-15,Instagram_Ads,6434.8,66996,2615,15,38197.68
2024-09-15,Organic_Search,0.0,0,0,15,38197.68
2024-09-15,Paid_Search,12555.32,176553,8587,15,38197.68
2024-09-16,Direct,0.0,0,0,12,29601.73
2024-09-16,Email,628.17,7033,465,12,29601.73
