customer_id,touchpoint_number,touchpoint_date,channel,session_duration_seconds,pages_viewed,device
93,4,2024-07-14,Paid_Search,395,13,Mobile
93,5,2024-07-19,Instagram_Ads,276,12,Desktop
93,6,2024-07-20,Email,136,13,Mobile
94,1,2024-10-16,Paid_Search,209,14,Desktop
95,1,2024-08-18,Instagram_Ads,234,15,Mobile
95,2,2024-08-20,Instagram_Ads,347,9,Mobile
95,3,2024-09-07,Facebook_Ads,586,8,Mobile
95,4,2024-09-10,Paid_Search,225,5,Mobile
96,1,2024-09-11,Facebook_Ads,425,6,Tablet
96,2,2024-09-19,Instagram_Ads,538,12,Mobile
96,3,2024-10-03,Instagram_Ads,561,5,Desktop
97,1,2024-11-07,Organic_Search,214,9,Mobile
98,1,2024-09-23,Paid_Search,475,5,Desktop
98,2,2024-09-27,Instagram_Ads,88,2,Desktop
98,3,2024-09-28,Instagram_Ads,445,6,Mobile
98,4,2024-10-03,Email,193,1,Mobile
98,5,2024-10-06,Organic_Search,478,1,Mobile
99,1,2024-10-02,Facebook_Ads,410,8,Desktop
99,2,2024-10-13,Email,170,9,Mobile
99,3,2024-10-19,Direct,351,11,Mobile
100,1,2024-09-01,Facebook_Ads,150,5,Desktop
101,1,2024-09-27,Paid_Search,105,8,Mobile
101,2,2024-10-04,Paid_Search,485,2,Desktop
102,1,2024-09-29,Facebook_Ads,208,13,Mobile
102,2,2024-10-14,Organic_Search,259,2,Tablet
102,3,2024-10-19,Organic_Search,172,4,Desktop
103,1,2024-11-26,Paid_Search,158,6,Desktop
103,2,2024-11-28,Facebook_Ads,490,8,Desktop
103,3,2024-12-05,Email,382,3,Desktop
103,4,2024-12-08,Instagram_Ads,594,11,Mobile
103,5,2024-12-11,Instagram_Ads,162,7,Mobile
103,6,2024-12-13,Instagram_Ads,86,14,Mobile
103,7,2024-12-19,Email,186,5,Mobile
104,1,2024-10-06,Instagram_Ads,594,5,Mobile
104,2,2024-10-13,Facebook_Ads,340,10,Mobile
105,1,2024-12-03,Paid_Search,375,14,Desktop
105,2,2024-12-17,Email,72,14,Desktop
106,1,2024-12-01,Paid_Search,494,2,Desktop
106,2,2024-12-03,Organic_Search,191,8,Mobile
106,3,2024-12-08,Instagram_Ads,505,4,Mobile
106,4,2024-12-13,Email,177,6,Desktop
106,5,2024-12-14,Facebook_Ads,356,12,Tablet
106,6,2024-12-15,Facebook_Ads,383,7,Mobile
106,7,2024-12-15,Organic_Search,409,9,Mobile
106,8,2024-12-19,Email,356,4,Mobile
107,1,2024-07-26,Organic_Search,458,4,Tablet
107,2,2024-08-03,Organic_Search,193,14,Mobile
108,1,2024-08-23,Organic_Search,539,1,Mobile
108,2,2024-09-02,Instagram_Ads,432,9,Mobile
108,3,2024-09-11,Organic_Search,276,4,Mobile
109,1,2024-11-13,Facebook_Ads,442,6,Mobile
109,2,2024-11-19,Organic_Search,82,10,Mobile
109,3,2024-11-23,Instagram_Ads,401,9,Mobile
109,4,2024-11-24,Organic_Search,425,9,Mobile
109,5,2024-11-25,Paid_Search,593,5,Desktop
110,1,2024-08-05,Paid_Search,377,9,Desktop
111,1,2024-11-20,Paid_Search,371,13,Mobile
111,2,2024-11-24,Paid_Search,497,3,Desktop
112,1,2024-09-25,Instagram_Ads,551,9,Mobile
112,2,2024-10-02,Facebook_Ads,336,8,Desktop
112,3,2024-10-09,Facebook_Ads,407,6,Desktop
113,1,2024-07-15,Organic_Search,263,12,Mobile
113,2,2024-07-22,Organic_Search,521,3,Mobile
113,3,2024-07-26,Organic_Search,419,3,Desktop
114,1,2024-08-18,Facebook_Ads,458,3,Mobile
115,1,2024-07-20,Facebook_Ads,207,8,Desktop
115,2,2024-07-22,Direct,380,9,Mobile
115,3,2024-08-01,Instagram_Ads,300,10,Mobile
115,4,2024-08-07,Facebook_Ads,282,5,Mobile
116,1,2024-09-18,Instagram_Ads,310,5,Mobile
116,2,2024-10-04,Facebook_Ads,586,7,Desktop
116,3,2024-10-04,Facebook_Ads,434,14,Mobile
117,1,2024-09-14,Organic_Search,482,11,Mobile
117,2,2024-09-22,Paid_Search,520,4,Mobile
118,1,2024-08-08,Facebook_Ads,573,4,Desktop
118,2,2024-08-24,Facebook_Ads,83,2,Mobile
118,3,2024-08-28,Email,513,2,Desktop
119,1,2024-08-16,Organic_Search,68,15,Desktop
119,2,2024-08-23,Facebook_Ads,457,15,Desktop
119,3,2024-08-25,Email,67,14,Mobile
119,4,2024-08-25,Direct,537,3,Desktop
119,5,2024-08-30,Paid_Search,326,15,Mobile
119,6,2024-08-30,Email,335,10,Desktop
119,7,2024-09-03,Email,373,5,Mobile
120,1,2024-08-10,Instagram_Ads,220,1,Desktop
120,2,2024-08-12,Facebook_Ads,332,10,Desktop
120,3,2024-08-18,Email,227,3,Desktop
120,4,2024-08-20,Email,445,14,Mobile
121,1,2024-07-29,Organic_Search,303,6,Mobile
121,2,2024-07-30,Paid_Search,41,5,Desktop
121,3,2024-08-04,Facebook_Ads,271,1,Desktop
121,4,2024-08-09,Instagram_Ads,506,5,Mobile
122,1,2024-08-09,Facebook_Ads,186,8,Desktop
122,2,2024-08-11,Facebook_Ads,412,7,Desktop
122,3,2024-08-20,Paid_Search,512,13,Mobile
123,1,2024-09-23,Facebook_Ads,568,8,Mobile
123,2,2024-09-26,Organic_Search,400,2,Desktop
124,1,2024-11-11,Facebook_Ads,165,9,Mobile
124,2,2024-11-12,Email,89,9,Mobile
124,3,2024-11-13,Email,345,12,Mobile
124,4,2024-11-17,Instagram_Ads,290,14,Mobile
124,5,2024-11-23,Organic_Search,253,10,Mobile
124,6,2024-11-24,Instagram_Ads,463,6,Desktop
124,7,2024-11-25,Direct,584,1,Desktop
125,1,2024-07-14,Paid_Search,413,15,Mobile
125,2,2024-07-18,Email,416,7,Mobile
125,3,2024-07-22,Email,582,3,Desktop
125,4,2024-08-02,Direct,386,2,Mobile
126,1,2024-08-27,Paid_Search,587,7,Mobile
126,2,2024-09-20,Facebook_Ads,265,4,Mobile
127,1,2024-07-30,Instagram_Ads,46,4,Mobile
127,2,2024-08-23,Email,133,10,Mobile
128,1,2024-09-24,Paid_Search,479,4,Mobile
129,1,2024-08-21,Organic_Search,269,14,Desktop
130,1,2024-09-03,Facebook_Ads,600,10,Desktop
130,2,2024-09-08,Instagram_Ads,209,11,Desktop
130,3,2024-09-20,Facebook_Ads,599,8,Mobile
131,1,2024-11-22,Paid_Search,260,5,Desktop
131,2,2024-11-25,Facebook_Ads,177,13,Mobile
131,3,2024-11-25,Organic_Search,89,9,Mobile
131,4,2024-12-04,Instagram_Ads,456,9,Mobile
132,1,2024-08-24,Organic_Search,225,1,Mobile
132,2,2024-09-01,Organic_Search,70,14,Mobile
132,3,2024-09-11,Paid_Search,252,8,Mobile
133,1,2024-07-10,Paid_Search,278,12,Desktop
133,2,2024-07-10,Direct,239,7,Desktop
133,3,2024-07-27,Instagram_Ads,595,6,Desktop
134,1,2024-09-25,Organic_Search,510,13,Desktop
134,2,2024-09-28,Instagram_Ads,238,6,Mobile
134,3,2024-10-03,Organic_Search,76,10,Desktop
135,1,2024-09-22,Organic_Search,457,5,Mobile
136,1,2024-11-30,Organic_Search,532,8,Mobile
136,2,2024-12-08,Facebook_Ads,390,3,Mobile
136,3,2024-12-10,Organic_Search,589,8,Mobile
136,4,2024-12-13,Instagram_Ads,585,11,Tablet
137,1,2024-08-06,Paid_Search,170,14,Desktop
138,1,2024-07-09,Paid_Search,529,1,Mobile
138,2,2024-07-14,Email,594,7,Mobile
138,3,2024-07-17,Direct,572,12,Mobile
138,4,2024-07-19,Organic_Search,323,1,Mobile
139,1,2024-07-31,Paid_Search,569,5,Desktop
139,2,2024-08-13,Paid_Search,303,13,Mobile
140,1,2024-11-02,Paid_Search,62,2,Mobile
140,2,2024-11-02,Organic_Search,416,9,Mobile
140,3,2024-11-13,Paid_Search,39,12,Mobile
140,4,2024-11-17,Direct,541,14,Mobile
141,1,2024-11-14,Paid_Search,516,5,Mobile
142,1,2024-11-18,Paid_Search,108,5,Mobile
142,2,2024-11-22,Facebook_Ads,276,10,Desktop
142,3,2024-11-27,Paid_Search,428,11,Desktop
142,4,2024-12-05,Organic_Search,369,7,Desktop
142,5,2024-12-08,Paid_Search,173,13,Tablet
143,1,2024-09-28,Facebook_Ads,596,7,Mobile
143,2,2024-09-29,Email,419,2,Desktop
143,3,2024-09-30,Direct,332,13,Mobile
143,4,2024-10-04,Facebook_Ads,105,2,Mobile
143,5,2024-10-07,Email,419,12,Desktop
143,6,2024-10-10,Organic_Search,187,12,Mobile
143,7,2024-10-16,Instagram_Ads,399,2,Mobile
143,8,2024-10-21,Direct,345,8,Mobile
144,1,2024-08-30,Facebook_Ads,392,9,Mobile
144,2,2024-08-31,Instagram_Ads,362,14,Mobile
144,3,2024-09-03,Direct,328,7,Mobile
145,1,2024-11-29,Instagram_Ads,305,5,Mobile
145,2,2024-12-10,Paid_Search,179,2,Mobile
146,1,2024-11-03,Paid_Search,230,8,Mobile
146,2,2024-11-12,Facebook_Ads,341,1,Desktop
146,3,2024-11-26,Email,370,14,Desktop
147,1,2024-10-31,Organic_Search,235,8,Mobile
147,2,2024-11-03,Paid_Search,437,6,Mobile
147,3,2024-11-10,Facebook_Ads,532,10,Desktop
148,1,2024-10-12,Paid_Search,593,1,Tablet
148,2,2024-10-20,Direct,502,12,Mobile
148,3,2024-10-27,Paid_Search,328,14,Desktop
149,1,2024-11-09,Paid_Search,489,10,Mobile
149,2,2024-11-12,Paid_Search,440,9,Mobile
149,3,2024-11-14,Instagram_Ads,458,9,Mobile
149,4,2024-11-25,Facebook_Ads,398,12,Desktop
150,1,2024-08-21,Paid_Search,393,3,Desktop
151,1,2024-10-11,Paid_Search,542,3,Mobile
151,2,2024-10-14,Email,55,8,Mobile
151,3,2024-10-14,Email,455,15,Tablet
151,4,2024-10-19,Email,148,14,Desktop
151,5,2024-10-21,Facebook_Ads,175,6,Mobile
151,6,2024-10-24,Facebook_Ads,496,13,Mobile
151,7,2024-11-04,Instagram_Ads,524,6,Mobile
151,8,2024-11-05,Paid_Search,478,12,Desktop
152,1,2024-07-30,Paid_Search,279,9,Mobile
152,2,2024-08-09,Organic_Search,193,6,Mobile
152,3,2024-08-19,Organic_Search,503,4,Desktop
153,1,2024-10-10,Facebook_Ads,315,13,Desktop
153,2,2024-10-16,Instagram_Ads,94,10,Mobile
153,3,2024-10-29,Paid_Search,579,3,Mobile
153,4,2024-11-02,Facebook_Ads,231,8,Mobile
154,1,2024-11-23,Facebook_Ads,206,14,Desktop
154,2,2024-11-25,Email,334,15,Desktop
154,3,2024-12-02,Facebook_Ads,116,11,Mobile
154,4,2024-12-03,Organic_Search,150,4,Mobile
155,1,2024-11-20,Facebook_Ads,463,3,Mobile
155,2,2024-11-21,Email,580,12,Desktop
156,1,2024-11-25,Paid_Search,491,10,Mobile
156,2,2024-12-05,Paid_Search,397,1,Mobile
157,1,2024-12-04,Instagram_Ads,114,10,Mobile
157,2,2024-12-06,Instagram_Ads,255,5,Mobile
157,3,2024-12-07,Organic_Search,260,9,Mobile
157,4,2024-12-11,Instagram_Ads,498,10,Desktop
158,1,2024-11-27,Paid_Search,586,14,Tablet
159,1,2024-11-07,Paid_Search,465,2,Desktop
160,1,2024-09-16,Paid_Search,119,8,Desktop
160,2,2024-09-29,Organic_Search,150,13,Desktop
161,1,2024-10-22,Instagram_Ads,389,9,Mobile
161,2,2024-10-23,Organic_Search,581,3,Mobile
161,3,2024-11-06,Organic_Search,329,5,Mobile
162,1,2024-08-28,Instagram_Ads,90,5,Desktop
163,1,2024-09-06,Instagram_Ads,305,11,Mobile
163,2,2024-09-09,Email,492,2,Desktop
163,3,2024-09-12,Instagram_Ads,125,7,Mobile
163,4,2024-09-24,Email,314,12,Desktop
164,1,2024-09-22,Paid_Search,94,13,Mobile
164,2,2024-10-10,Direct,253,7,Desktop
164,3,2024-10-15,Email,536,5,Mobile
164,4,2024-10-16,Email,320,6,Mobile
165,1,2024-09-27,Instagram_Ads,468,4,Tablet
165,2,2024-09-27,Instagram_Ads,165,15,Desktop
165,3,2024-09-29,Paid_Search,192,14,Desktop
165,4,2024-10-16,Organic_Search,310,2,Desktop
165,5,2024-10-17,Instagram_Ads,286,2,Mobile
165,6,2024-10-20,Direct,199,1,Mobile
166,1,2024-10-20,Instagram_Ads,518,2,Mobile
166,2,2024-11-07,Paid_Search,261,9,Desktop
167,1,2024-09-28,Paid_Search,176,2,Mobile
167,2,2024-09-29,Organic_Search,38,10,Desktop
167,3,2024-09-30,Paid_Search,480,6,Desktop
